,Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
74,Fiji,1111.127298,1111.307361,1111.981625,1143.006627,1160.8366720000001,1096.771451,1068.1073039999999,1181.964972,1247.457107,1252.78439,1382.425191,1446.874725,1523.047912,1665.25019,1674.483756,1650.642614,1664.2582519999999,1730.8980789999998,1731.0676600000002,1904.582607,1833.577106,1902.596845,1742.666086,1631.653204,1730.791377,1624.8009439999998,1734.075224,1612.4048779999998,1625.302029,1742.222474,1833.184364,1767.017449,1851.8009920000002,1864.7292739999998,1932.331798,1955.2938570000001,2025.48405,1959.8145969999998,1966.6464059999998,2123.15951,2074.747318,2108.289279,2171.607378,2190.631908,2301.770481,2308.1582559999997,2335.321253,2295.4383,2296.09836,2243.819037,2218.146955,2242.6892589999998
75,Finland,7306.041153,7806.356306999999,7984.657276000001,8188.862679999999,8570.042186,8994.464023,9173.440093000001,9321.777268,9493.764637,10410.56839,11007.46695,11252.69389,12051.20233,12819.82547,13165.63493,13343.90089,13349.55224,13344.14487,13694.37881,14632.237619999998,15372.87969,15504.385059999999,15887.87324,16271.03092,16687.272390000002,17166.60394,17562.96619,18124.432269999998,19015.40367,19908.95772,19921.02316,18623.78039,17874.02535,17643.54519,18209.5322,18858.96271,19468.15567,20614.91289,21594.65366,22386.629569999997,23529.53846,24012.15877,24393.37625,24825.009019999998,25774.064769999997,26435.02344,27495.241360000004,28839.222410000002,28789.54385,26205.688319999997,26953.22055,27570.4852
76,France,7499.89477,7809.490515,8215.264936,8534.028484,8970.918377,9289.066363,9674.399361,10039.633020000001,10386.019690000001,11029.2372,11572.96622,12093.53183,12540.90377,13265.17128,13787.34561,13546.39505,14065.37599,14502.013340000001,15005.481419999998,15459.34685,15641.97106,15716.904730000002,16011.14006,16117.640769999998,16265.1401,16432.99036,16708.21534,17009.831319999998,17704.04983,18346.291540000002,18731.66202,18836.73334,19029.93463,18822.69755,19166.19677,19478.17581,19606.05309,19952.905909999998,20539.070069999998,21146.39522,21774.99299,22014.02474,22057.63515,22098.99175,22495.24481,22734.23332,23133.351130000003,23516.223169999997,23366.402619999997,22508.762609999998,22758.154130000003,23016.84778
79,Gabon,1826.7065149999999,2085.026645,2226.70799,2346.713944,2436.3603420000004,2619.837439,2716.908529,2805.3725719999998,2847.887683,3040.434834,3253.2364239999997,3519.1757439999997,3832.3481130000005,4120.788926,5602.709201,6506.0995490000005,8594.751908,7315.2647640000005,5406.896618,5283.2843649999995,5265.343122,5373.963444,5054.612032999999,5179.043572,5400.012659,5113.415634,4917.137281,3949.0786869999997,4318.828219,4541.664387,4626.781529,4753.106746,4459.123397,4489.095839,4513.865843,4600.584293999999,4635.670938,4772.778502,4814.998402,4279.795895,4102.624602000001,4097.561424,3999.953933,4015.10733,3988.362889,4029.2652659999994,3999.6422159999997,4143.33458,4161.431603,4027.567353,4213.881563,4333.8110369999995
83,Ghana,282.10844480000003,282.7155827,285.2639975,288.9737213,287.166739,283.7498731,265.58513930000004,268.2539825,264.0484527,274.1859812,293.9963513,301.3660271,285.64613110000005,285.5432776,297.0348396,254.067206,240.3416727,241.70664010000002,257.91616170000003,246.64448169999997,241.9462395,226.75890890000002,204.1828801,188.1486653,197.4867748,200.93644550000002,205.1677706,209.06568169999997,214.965181,219.90760079999998,221.0716696,226.2823318,228.45879680000004,232.8512761,234.0064503,237.2935875,242.05829590000002,246.197848,251.76529130000003,256.7399526,259.9906944,263.9615458,269.22855530000004,276.4051992,284.8491549,294.40801689999995,305.75110710000007,317.7363633,336.35184019999997,341.55229069999996,360.32405839999996,402.6953275
85,Greece,3385.660177,3733.425554,3768.161489,4134.740524,4459.999589,4856.142572,5114.437182,5351.024542,5670.613211,6209.257195,6687.9428689999995,7181.133651,7859.491655,8457.018022,7883.455787999999,8307.03835,8739.426525,8880.15771,9401.003118999999,9589.254221,9559.824869,9327.285855,9164.967531999999,9013.52541,9149.059234999999,9342.314356,9359.666587,9117.707644,9474.189704,9783.022670999999,9718.099838,9922.266946,9882.290356,9635.288190000001,9746.499079000001,9875.024813,10037.32849,10337.45326,10627.603070000001,10942.8272,11396.23262,11839.32069,12204.5999,12887.77317,13404.22954,13657.709340000001,14352.83954,14801.554230000002,14711.610490000001,14192.631809999999,13452.023769999998,12509.01415
90,Guatemala,959.1565444,973.5530309000001,980.9607828,1045.780232,1064.99125,1081.8220529999999,1111.158861,1126.266809,1192.632451,1216.018158,1251.193519,1285.644381,1342.824296,1395.616548,1445.6828779999998,1436.25422,1504.1529699999999,1582.4607119999998,1621.9921550000001,1658.0177199999998,1679.022441,1648.771399,1551.586192,1474.67823,1446.19155,1403.3378380000001,1372.783244,1389.066041,1410.617694,1433.244704,1444.309237,1463.048748,1498.704836,1521.8256609999999,1547.027574,1586.721932,1596.86309,1629.173165,1671.980828,1696.565649,1716.6853420000002,1714.683402,1737.5603820000001,1737.621098,1748.1496719999998,1760.799855,1810.2953350000003,1877.7514670000003,1892.332607,1855.8228510000001,1862.6672600000002,1886.4236230000001
97,Honduras,751.1958003,740.4833938999999,757.5058707000001,759.0883892,775.0718447,819.9772274000001,839.8600817,866.3601398,899.6228018999999,882.0558597000002,889.8391723,900.2990729,925.8773322999999,970.5612798000001,930.9701246,922.7347217,988.8465716,1057.960724,1127.6700130000002,1143.610715,1115.742058,1109.06402,1060.542573,1019.2049310000001,1031.7654810000001,1043.066727,1019.630039,1049.573531,1066.315103,1080.878053,1051.785919,1056.27818,1085.763354,1123.3052630000002,1080.7706150000001,1097.567524,1110.825551,1140.514876,1148.533494,1103.3045359999999,1142.709658,1149.949244,1169.130507,1197.914769,1247.323449,1296.624177,1354.497039,1409.9790460000002,1440.680055,1382.131613,1392.315832,1414.072488
99,Hungary,1050.369965,1094.7641859999999,1157.802986,1220.617782,1273.9598310000001,1809.227744,1937.2465140000002,2074.804117,2168.148235,2308.093923,2407.4140429999998,2549.367584,2696.8277,2873.632814,3029.624936,3198.595902,3295.563753,3529.59064,3672.2044539999997,3764.543507,3769.618011,3877.420533,3989.9329399999997,4024.821175,4140.078767,4137.117969,4207.792111,4385.612264,4389.472796,4470.213772,4358.704324,3840.58311,3724.358018,3707.1267090000006,3821.609021,3883.936315,3896.872814,4026.839407,4200.633731,4347.253839,4542.72072,4722.17501,4949.033726,5154.335096,5413.572662,5639.394595000001,5868.3017,5884.1409619999995,5947.158309,5551.426337,5633.99099,5745.981529
100,Iceland,10109.90857,9906.407934,10532.9637,11411.195459999999,12321.77975,13002.84732,13901.350059999999,13505.512659999999,12592.68463,12772.47105,13653.09117,15311.96879,16021.595280000001,16855.72945,17578.132380000003,17466.894330000003,18324.9638,19793.74323,20821.520419999997,21620.97236,22622.9028,23320.26153,23506.41371,22698.21981,23385.39562,23965.92239,25282.8164,27144.43317,26698.62716,26438.181940000002,26540.14492,26175.6408,24976.65735,25048.7155,25728.693059999998,25619.3342,26700.68499,27783.99974,29224.42406,30055.272610000004,30928.675639999998,31717.14596,31478.9822,32022.78398,34230.18336,36128.59244,36952.19207,38185.33368,37927.11904,35310.97441,33943.11853,34706.19047
101,India,180.96173249999998,183.9582104,185.53868500000002,192.6580747,202.7516446,193.2870608,189.098343,199.53856100000002,201.8329124,210.3124294,216.2357161,214.83224769999998,208.773044,210.69156490000003,208.2487865,222.00893050000002,220.4232043,230.8738185,238.3482577,220.5985478,230.0085355,238.2305665,240.9096787,252.6516943,256.45344,263.96052050000003,270.5132774,275.1513877,295.1969968,306.17172880000004,316.42857789999994,313.2745132,323.8575014,332.60568489999997,347.951035,367.2771625,387.74152139999995,396.1844388,413.2870519,440.56930930000004,450.41510610000006,464.9742607,475.45705810000004,505.24893629999997,536.60488,577.6567292999999,621.8994138999999,673.004691,689.2731963,735.6318542,794.801256,837.7464011
102,Indonesia,200.6481494,207.7479244,206.54965249999998,196.92908480000003,198.66879440000002,195.5284399,196.032651,193.22306740000002,210.99327630000002,221.034814,233.02970530000002,243.0840361,255.71201800000003,273.7744487,289.129702,299.5848317,309.9524087,328.80884910000003,350.75379879999997,367.0258703,390.0096519,412.341375,407.6896902,432.57699569999994,453.85970539999994,460.11058319999995,478.0198529,493.8647534,515.6944955,552.6368974,592.0960703,634.2710005,669.1430377,706.5088043,748.3235142999999,799.3099302999999,848.2471059000001,875.959217,750.8111959,746.7927777000001,773.3109699,791.0764547,816.0164079,844.1834857000001,875.7291575999999,914.5999046000001,953.9355312000001,1003.364434,1052.433389,1089.7240140000001,1145.385435,1206.991065
107,Israel,5824.524407,6266.688146,6578.003328,7018.341616,7281.567131999999,7671.003554999999,7472.469875,7371.037776,8390.943579,9284.130405,9637.613753,10387.552,11510.28914,11423.288690000001,11846.87948,11963.669679999999,11853.48997,11590.1034,11895.4078,12322.42677,12856.71785,13252.0195,13240.70242,13458.49244,13403.80135,13623.54055,14057.12776,14826.0989,14877.61551,14754.48205,15282.68784,15498.205119999999,15814.39991,16255.31103,16937.80936,17568.403980000003,18054.29086,18202.49628,18523.47738,18663.73882,19859.30215,19353.344540000002,18858.29173,18800.926519999997,19366.33583,19967.980880000003,20715.56805,21469.534509999998,21941.10572,21602.21001,22239.05126,22859.675890000002
108,Italy,5847.458177,6285.223388,6630.123624,6951.157690000001,7087.089853,7257.325021,7632.105135,8120.993184,8597.987401,9070.806162,9502.123866,9629.859059,9928.720744,10564.338179999999,11072.695590000001,10776.70208,11487.13673,11731.33344,12068.36719,12750.61902,13160.82813,13256.0115,13300.9792,13451.61161,13882.43755,14266.75637,14673.98195,15140.82445,15768.266590000001,16290.33214,16599.92009,16843.63607,16972.62591,16817.59766,17175.84873,17671.40672,17866.89937,18190.671140000002,18448.79289,18713.35397,19388.27875,19737.240690000002,19763.83911,19601.255240000002,19744.88756,19781.95853,20102.23023,20291.22664,19903.45694,18697.21979,18944.41381,18937.24998
110,Japan,7774.710215000001,8486.966472,9157.323309000001,9832.730383,10867.049140000001,11376.55711,12472.45608,13726.06266,15442.80396,17014.33887,16650.83844,17210.26629,18398.72118,19712.75463,19103.05411,19380.835430000003,20002.7279,20680.65741,21574.81726,22567.07906,23021.72563,23806.76747,24444.20174,25021.26962,25972.89455,27449.51885,28055.1738,29064.222360000003,31008.77531,32540.501689999997,34236.71426,35265.24153,35465.92544,35439.01601,35623.48851,36177.03484,37026.22945,37518.58086,36674.24535,36531.78124,37291.70616,37342.14473,37363.28744,37911.68993,38793.6216,39295.3062,39965.85551,40837.266639999994,40433.00131,38242.02429,39971.78745,39578.07441
114,Kenya,261.1191796,233.445243,247.6010858,260.8877882,265.1565152,261.817474,290.66128080000004,290.609508,303.417313,316.5516113,291.4949966,343.75795350000004,388.3013099,396.5401823,397.8140903,386.7765217,380.7139978,401.46291160000004,413.4326729,428.4491671,435.5557893999999,435.07805549999995,425.09375839999996,414.5926945,406.2731223,408.2825798,421.86522970000004,431.1219088,441.97937699999994,446.96137360000006,450.17182130000003,441.7092364,424.1409301,412.3969705,410.60190639999996,416.4573819,421.9441966,412.9163069,415.70716780000004,414.60006269999997,406.5230596,411.07133210000006,402.6288259,403.67888589999995,413.3182833,426.5174886,442.0213127,461.01937469999996,456.2504868,456.7715432,470.5770914,478.21949060000003
117,South Korea,1153.709962,1180.010131,1176.478292,1255.2371289999999,1316.348846,1351.0306130000001,1486.771804,1541.54643,1683.8209579999998,1879.800029,1993.6482989999997,2113.436576,2163.408605,2375.9615489999996,2497.228577,2595.125258,2824.0273079999997,3058.2492620000003,3292.159773,3462.549239,3358.22902,3510.047742,3709.397546,4048.9532310000004,4323.28207,4572.112989,5011.198076,5515.285718,6044.028726,6390.012581,6895.467056,7473.611029000001,7841.154398999999,8247.876792000001,8872.010068000001,9548.014842,10119.29924,10491.08182,9701.67292,10546.812170000001,11346.664990000001,11710.57982,12478.06366,12764.271990000001,13303.82,13801.82945,14446.3586,15113.352780000001,15349.849869999998,15325.94024,16219.388069999999,16684.21278
125,Lesotho,132.2258307,132.3792823,149.9592656,162.8366572,172.96520230000002,173.3141646,169.24498400000002,183.9763249,179.6037517,178.686999,178.8732669,184.22384540000002,180.13154450000002,222.9811832,242.0865338,204.54010669999997,221.598296,263.0654634,303.12068519999997,303.652696,287.5269949,281.902671,281.54765679999997,265.6032705,286.0878672,293.51408330000004,288.8752613,262.9086977,280.7298993,294.33157420000003,307.69187989999995,309.2657103,326.1564687,330.938784,343.42387010000004,343.106329,352.3271085,357.40441339999995,369.934015,364.91954639999994,379.7756226,390.6006034,390.59984860000003,403.8157931,409.2815293,416.5360078,430.3513273,446.3204159,465.6937471,474.1677211,495.6616443,518.984126
126,Liberia,608.0254331,608.1567607000001,601.5957155,600.3673639,615.7711764999999,629.1689273,660.4532797999999,686.8898309,700.8964599999999,732.1059078,759.9507565,775.5930142000001,785.5523635,746.4991416,759.9227427,712.5492515999999,729.0347528,719.8268558999999,733.0569765,734.5005097999999,682.4003209,645.5258338,608.244717,577.91413,551.9740360000001,539.3901312,527.9864537,524.7438983,519.3949633000001,386.2721767,192.0145425,167.5149286,110.7091446,75.06432943,58.4599316,54.50519236,58.08325438,111.8601987,134.7861016,155.2565309,185.8134039,219.7689494,284.3651077,188.4030778,175.5789124,186.80107560000002,196.95099390000001,217.13652819999996,228.1123148,247.4982622,263.7055952,279.22040610000005
130,Luxembourg,13702.912,14098.6311,14116.208880000002,14450.75305,15413.83461,15127.469980000002,15185.05726,15167.997769999998,15762.37749,17249.59136,17466.693219999997,17762.36885,18706.07015,20038.46,20612.02061,19048.2948,19434.61321,19705.44245,20471.666419999998,20902.82908,21003.69501,20826.49357,21044.816609999998,21668.112240000002,22985.0677,23581.12705,25819.34721,26666.08424,28713.8011,31222.041139999998,32473.98605,34811.59628,34977.326389999995,35960.6155,36829.65055,36836.02214,36888.603930000005,38592.16632,40589.27007,43416.66048,46453.245780000005,47059.30298,48473.595460000004,48685.68121,50096.421910000005,51927.360960000005,53628.23455,56285.27685,54881.98402999999,51678.20312,52222.57667,52056.017810000005
133,Madagascar,409.11683239999996,407.6519958,406.97214249999996,393.48474389999996,399.14385889999994,387.61134849999996,385.85945810000004,397.0740148,413.53477000000004,417.99265660000003,428.65088810000003,433.7869909,416.8795563,395.0599314,392.07466719999996,386.1936065,364.0595307,362.37136380000004,343.036006,366.68586760000005,359.9436907,316.75814060000005,303.2762338,298.4251841,295.85895760000005,291.49859439999994,289.22871180000004,284.5644347,285.9508944,289.0868754,289.4941085,263.29058349999997,258.5376868,256.07212119999997,248.1562506,244.69400240000002,242.2391988,243.38220389999998,245.0811228,248.55210789999998,252.3825167,259.4294043,219.7202784,234.008294,238.99611299999998,242.61606919999997,247.3222293,255.09415209999997,265.3663611,245.94614559999997,242.6858167,238.17274819999997
134,Malawi,98.63484519,103.746162,101.9965304,98.18027624,98.36036919,109.02999840000001,120.44608980000001,126.00861029999999,120.4364023,124.13125929999998,121.2422747,136.78231780000002,140.89335269999998,139.6359764,144.9055449,148.8031497,151.131402,153.2753119,162.6546645,164.4457194,160.2232084,147.7407881,147.7910253,149.332191,152.23020259999998,152.59901619999997,144.46485780000003,138.3718826,134.67835390000002,129.9353945,132.5055352,141.0247834,129.36023600000001,141.31535630000002,126.188337,145.6410746,153.3909449,155.37389240000002,156.96576430000002,157.1518033,155.2715445,143.700152,142.3914479,146.3657361,149.4329748,149.4843299,148.25699609999998,157.62136759999999,165.6965065,175.1996212,180.9022956,182.8754793
135,Malaysia,812.6158346,846.5127064999999,871.7634759,905.7198233999999,924.6279112999999,966.2884364,1012.7661529999999,1023.951967,1077.494233,1102.056987,1139.287768,1175.357189,1254.427269,1367.7371660000001,1446.402359,1424.167388,1552.5958970000002,1635.180089,1704.361802,1820.6073149999997,1909.618067,1992.3259600000001,2057.941244,2130.4018899999996,2234.910073,2149.417362,2112.8902780000003,2162.5407149999996,2308.568393,2445.909291,2592.517053,2764.200613,2932.017288,3140.825774,3344.567799,3581.9463020000003,3842.637758,4022.843596,3636.4731020000004,3767.637015,4005.556325,3933.9350770000005,4052.8787479999996,4194.260799000001,4385.96954,4529.601248,4695.229726,4905.1213689999995,5057.826663,4901.547097,5168.686016,5345.213415
141,Mauritania,373.8768493,419.9330425,411.19768270000003,391.79900299999997,486.3427398,549.0964132,535.0665591,538.7700101,577.1833292,568.0101827000001,618.0885057,611.4916357999999,589.5397521000001,546.2434475,594.9335315000001,548.050216,577.7009671,550.5126173,532.0007718,541.5331574,543.8493166000001,546.6491043,518.7778954,523.1012913,492.28481560000006,493.3351113,507.72295189999994,503.8970039,499.3001375,509.53736739999994,487.30703930000004,482.7378614,478.45333099999993,492.6801393,464.41881050000006,495.871645,510.12003560000005,475.82487000000003,483.3906596,505.9877562,489.51164500000004,485.096439,474.3767771000001,488.4919086,502.1870326,532.3746624,616.1063541,609.9344005,615.5627258999999,593.2220962,609.1711717999999,623.3743766
144,Mexico,2455.952465,2496.598061,2531.238029,2652.4389850000002,2878.955496,2977.5413280000002,3068.06785,3156.067772,3356.690124,3373.1360240000004,3488.715018,3513.3859,3689.3305229999996,3860.864482,3963.775782,4070.8980149999998,4131.04749,4153.553172999999,4405.422665,4710.968323,5024.444802,5345.375348,5203.014886999999,4887.022553,4965.133903,4993.468346,4709.208893,4698.824757,4660.371782,4758.729024,4902.644990999999,5013.476791,5100.4504560000005,5107.364167,5242.02183,4831.8194,4994.343301,5244.289724,5413.091187,5536.469198,5816.6144810000005,5728.9676549999995,5702.903705,5709.419562,5868.919741,5982.653839,6211.927234000001,6333.082389,6327.013175,5875.619997,6124.709571,6288.25324
151,Morocco,646.0710542,613.3239655,671.5783913,685.3561316,675.3604773,669.291332,640.8286795,685.1039304999999,731.6628522000001,771.1255296,786.2575819,809.4451562999999,809.1624781,818.1892117000001,843.5957037999999,885.635467,957.5849237,990.7452581,987.7274864,1008.9077980000001,1018.716601,964.5473672,1029.264394,996.5520301000001,1013.1536050000001,1050.897032,1111.688762,1059.477547,1145.257613,1148.89678,1172.395612,1230.423823,1160.35428,1129.622983,1226.906463,1128.767079,1248.1553509999999,1203.192648,1277.778795,1267.801053,1271.811092,1351.267218,1379.685835,1450.122724,1502.883173,1530.850723,1632.1342,1658.8554,1733.5338629999999,1797.40725,1844.351028,1908.304416
156,Nepal,139.0810064,139.2022949,139.2724269,139.25919919999998,146.8740867,142.2427929,149.1698455,143.7733322,141.66850209999998,144.7873186,145.249731,140.3100327,141.4128351,137.5241699,142.870728,141.6020554,144.4023785,145.2990588,148.16497130000002,148.1351754,141.3197362,149.5294356,151.5499571,143.596151,153.8119027,159.4429257,162.82494530000002,161.71485959999998,170.07429199999999,173.2370545,176.9264061,183.6400765,186.5201625,188.9529063,199.4516947,201.29778059999998,206.82378630000002,211.9611335,213.06596069999998,217.14227540000002,225.16867850000003,230.50175750000002,225.52014440000002,229.2083438,234.78332609999998,237.1098462,241.04697969999998,244.53726129999998,254.69425499999997,261.46917990000003,269.24519,274.8728621
157,Netherlands,8562.936112000001,8476.022518000002,8927.992592,9127.678872,9751.653223000001,10450.06487,10597.29274,11031.12197,11617.6105,12222.20686,12759.17567,13154.390290000001,13348.4483,14004.21649,14486.25445,14375.36205,14945.819119999998,15142.65945,15400.55054,15603.85386,15984.146369999999,15750.465680000001,15483.87483,15744.56424,16162.331119999999,16502.21441,16868.25522,17085.26786,17559.44573,18225.89395,18858.00124,19166.32186,19346.48928,19453.72947,19909.36695,20428.58654,21027.247519999997,21814.30431,22530.81727,23429.80294,24179.73141,24460.06539,24322.98355,24289.73919,24746.84398,25194.34122,26007.67914,26968.6177,27348.474360000004,26210.30536,26501.04582,26634.86005
162,Nicaragua,1186.478944,1235.360895,1338.598294,1428.324083,1540.420451,1629.626468,1633.606596,1695.648002,1667.311201,1718.422605,1689.469718,1692.843461,1678.365249,1732.2790489999998,1918.534579,1857.936392,1896.034909,1993.383834,1782.947759,1272.9048810000002,1293.989049,1325.730988,1279.41649,1303.4672480000002,1250.989036,1171.440223,1133.6395810000001,1101.837383,944.7085245999999,909.0340455,888.0689687999999,865.7075984999999,848.1214742999999,824.4154524,832.0932981000001,862.0452469,898.118078,916.0091673000001,933.1650014,982.2554692,1006.62731,1021.348188,1015.0336070000001,1027.131293,1068.013361,1099.721345,1130.9564380000002,1172.860136,1191.478584,1158.8783130000002,1179.183343,1221.491965
163,Niger,313.91017769999996,318.89543310000005,341.53923260000005,362.82855960000006,352.629462,365.93422539999995,353.7976187,343.78560780000004,334.9259792,307.2256399,307.3022132,315.2349613,290.2173268,233.72586580000004,246.8273325,232.93696269999998,227.6638099,238.16976060000002,262.40467909999995,273.0997389,259.48514539999996,253.8362759,250.8967598,232.48240330000002,188.1170719,197.11901919999997,203.90978069999997,198.4229121,206.1466034,202.054721,193.49795759999998,192.2191654,173.9879134,170.7758392,171.746869,170.32906459999998,170.19471869999998,168.9068441,180.1044006,172.9273576,164.6489476,170.331118,169.47404450000002,172.3869354,166.66442959999998,168.1737544,171.7644805,171.42109950000003,179.83114030000002,171.996392,179.2932276,177.0587161
164,Nigeria,279.50050489999995,274.14742739999997,279.3047348,296.7226508,304.65191380000005,312.57015839999997,292.7300751,241.19666239999998,232.85887160000001,282.62251499999996,345.08309180000003,384.89924069999995,388.28998160000003,399.0930205,432.12804189999997,398.3636999,421.9079057,433.99601960000007,396.6853107,411.0679581,416.340061,352.0789347,342.3438615,316.228174,293.5968613,314.06969889999993,313.8150144,303.6635208,325.2048244,339.8176736,358.5537404,366.46130750000003,368.10389960000003,367.2846662,359.0260513,359.43154869999995,366.2201056,367.4600805,365.75255730000003,361.20193,371.7680804,374.16866380000005,370.81072919999997,399.0619903,430.5797415,442.71793130000003,458.63491730000004,476.21416600000003,492.2669892,513.5003377,540.6852114,565.9947973999999
169,Norway,10695.36321,11276.388079999999,11500.92865,11846.33136,12346.17472,12898.094159999999,13280.032720000001,13993.29207,14189.74105,14708.609069999999,14893.97936,15620.753840000001,16318.3802,16930.39991,17468.19256,18245.06453,19211.6165,19922.433419999998,20611.39113,21436.45188,22330.13757,22597.81785,22543.11642,23337.445630000002,24643.33056,25885.10626,26834.3448,27184.47301,26991.89658,27148.84541,27576.874669999997,28298.097139999998,29126.48798,29760.450119999998,31086.28675,32219.95618,33691.88676,35316.750830000004,36048.931560000005,36528.21443,37472.671669999996,38025.498999999996,38389.08411,38539.90181,39830.412039999996,40584.24403,41245.80863,41904.210210000005,41399.70903,40199.34622,39970.29253,40034.85063
170,Oman,966.5243215,955.1143718000001,1120.734575,1142.951196,1115.217277,1091.500026,1117.9447910000001,1807.059518,3191.598135,3887.369592,4282.057639,4170.299972999999,4411.610277000001,3633.406382,3876.827306,4598.218289,5264.923927000001,5038.650222,4589.886490999999,4525.908109,4535.628011,5017.774502,5294.222108,5851.689168,6490.810471,7059.81007,6901.134368999999,6411.027999,6548.382335,7050.864758,6773.154517,6893.100152,7162.823979000001,7300.882532,7343.329187,7539.618642,7677.390598000001,8112.810302,8340.057326,8342.813461,8774.93385,9369.334408,9511.05587,9404.444312,9550.963194,9723.216887,10006.30307,10392.28594,11385.6398,11191.81101,11345.42955,11701.49655
171,Pakistan,187.46512140000002,193.98646630000002,197.78402340000002,209.68071919999997,219.92297599999998,236.7000443,243.99390699999998,250.4985864,261.5648227,268.6497833,291.1318585,284.58276780000006,279.0451104,290.4239648,292.0856028,295.3833393,301.1606918,303.2928885,317.26300299999997,318.48898310000004,339.4258819,354.05019239999996,364.47332610000007,376.03405239999995,381.8105677,397.15747539999995,405.2521461,417.44098039999994,435.10886320000003,442.8610357,449.2745916,459.18336460000006,481.8264339,478.0631904,483.5766621,494.72098880000004,505.24592340000004,496.9950607,496.53189230000004,502.1246594,511.70255549999996,511.1109972,517.5966508,532.9973575,562.283992,594.766855,620.2956378,643.8585182,642.4275372999999,653.6111758999999,664.7112698,672.1547506
173,Panama,1710.511353,1840.0628199999999,1936.782734,2039.608169,2070.577235,2194.360962,2290.932004,2415.087873,2508.044703,2644.525554,2734.769954,2916.337375,2967.853799,3045.6105,3038.791358,3007.975438,2980.1181260000003,2939.522931,3147.063123,3210.478243,3170.321512,3383.8375479999995,3486.051055,3257.461907,3274.608714,3364.432072,3412.434303,3282.279914,2785.487049,2771.7546350000002,2935.477573,3146.642997,3335.373924,3445.7337049999996,3472.0190020000005,3461.541479,3487.450297,3638.829767,3828.9781020000005,3901.628204,3930.98941,3879.4056979999996,3892.880356,3983.350796,4207.060947,4431.128087,4726.880150999999,5210.719075999999,5643.895786,5767.710644,6109.58737,6654.394909000001
174,Papua New Guinea,425.55779060000003,444.16450419999995,464.1003638,474.0505374,504.66150369999997,545.0844547,564.4179825,574.2736127000001,585.2838418,618.0775402,667.3020378,689.9518224999999,708.2310232000001,732.7180686,730.2976905,703.5632174,661.1775772000001,648.9254517,685.8852249,680.0777264,646.7762937000001,627.6843086,612.9076274,615.6922815,597.3648803,605.3582071000001,618.0175167,619.7189206,622.4718967,598.9433196,566.8707368,605.8515285,672.8191718999999,775.5572225,800.9902466,754.7246551,792.0837156,741.2829595,694.6610932,689.1339987000001,654.6687817000001,637.3149128,620.410249,618.208302,619.5391243,626.3082483,627.1163522999999,656.3571364000001,683.9764815000001,705.0075736,744.2105475999999,793.197745
175,Paraguay,662.8561606000001,691.1713654,682.1858325000001,690.0390576,698.0194146000001,716.0939457000001,705.2648869,745.0518511,748.3209841,759.1165562000001,776.2301912,798.5748075,829.7939995,868.5250275000001,917.7407795,952.1043261,993.7703232999999,1074.74443,1165.951729,1263.9367960000002,1411.486717,1488.68149,1391.8857560000001,1310.305714,1311.282454,1324.274097,1286.921191,1305.470527,1350.7050390000002,1391.0256279999999,1396.742875,1394.924917,1406.982974,1426.760892,1445.128954,1488.949911,1461.484586,1472.3438230000002,1449.257221,1397.892359,1323.481934,1323.463415,1243.338276,1244.504616,1263.919877,1331.107082,1352.9756539999998,1450.184566,1483.7390710000002,1406.361701,1578.636338,1657.583233
176,Peru,1647.251268,1718.6510309999999,1808.9994920000001,1822.618041,1887.525237,1924.8199550000002,2028.185677,2046.600496,1997.4850760000002,2016.4542629999999,2075.5576149999997,2102.927864,2103.966715,2156.4774350000002,2291.862952,2305.761974,2287.834789,2235.8841079999997,2183.3124199999997,2250.404916,2261.3966530000002,2364.52631,2294.36208,1976.501875,2031.675842,2041.3938210000001,2195.472871,2319.0728059999997,2071.753629,1790.9764329999998,1664.2483109999998,1666.742865,1627.86557,1673.751133,1854.1162530000001,1978.016368,1992.578021,2093.2078239999996,2045.2928190000002,2031.6312309999998,2060.576257,2036.157948,2110.139623,2167.734164,2248.410429,2374.297077,2529.840728,2725.815245,2961.787982,2955.186222,3180.3746079999996,3359.5174020000004
177,Philippines,691.6812069,706.5513986000001,716.10745,741.9421791,743.2724445,758.330884,768.1780039,785.4097057999999,800.5564433,813.9679888,820.633505,840.6701446000001,861.4201370999999,911.8395306,917.7806572000001,941.7608065999999,996.1570299000001,1022.7631550000001,1045.876294,1074.3019980000001,1098.398297,1104.6605029999998,1113.174592,1103.019915,994.458451,896.9576615,902.8139894,916.8221214,953.2393539999999,986.6175824,991.4003349999999,961.9688431,942.6405175000001,940.557041,959.6490898,982.0315551000001,1016.311842,1045.4588880000001,1016.775298,1025.5515050000001,1048.0705130000001,1055.807441,1071.690095,1102.215971,1153.022382,1185.37688,1225.045039,1283.4673699999998,1314.225968,1307.139627,1383.404865,1413.366295
